IDAlumno;Estado;Sexo;Estado_Carrera;TiempoEstudio;Ausencias;CincoF;aplazos;Promedio;ADMINISTRACION Y MERCADOTECNIA;ALGEBRA  II;ALGEBRA I;AUTOMATIZACION INDUSTRIAL;CIRCUITOS ELECTRICOS I;CIRCUITOS ELECTRICOS II;COMPUTACION II;COMPUTACION I;CONVERSION DE ENERGIA ELECTRICA  II;CONVERSION DE ENERGIA ELECTRICA I;CALCULO I;CALCULO II;CALCULO III;CALCULO IV;CALCULO V;DISENO ASISTIDO POR COMPUTADORA;DISENO TECNICO;ELECTROTECNIA I;ELECTROTECNIA II;ELECTRONICA DE POTENCIA  II;ELECTRONICA DE POTENCIA I;ELECTRONICA DIGITAL I;ELECTRONICA DIGITAL II;ELECTRONICA I;ELECTRONICA II;EMPRENDEDORISMO;EVENTOS Y DEPORTES  II;EVENTOS Y DEPORTES I;EVENTOS Y DEPORTES III;EVENTOS Y DEPORTES IV;EVENTOS Y DEPORTES V;EVENTOS Y DEPORTES VI;EXPRESION ORAL Y ESCRITA;FISICA II;FISICA IV;FUNDAMENTOS DE CONTROL AUTOMATIZADO I;FUNDAMENTOS DE CONTROL AUTOMATIZADO II;FISICA  V;FISICA I;FISICA III;FISICA VI;GEOMETRIA ANALITICA;IDIOMAS I;INGLES I;INGLES II;INGLES III;INSTALACIONES ELECTRICAS I;INSTALACIONES ELECTRICAS II;INSTALACIONES ELECTRICAS III;LABORATORIO DE IDIOMAS I;MEDICION E INSTRUMENTACION;METODOLOGIA DE LA INVESTIGACION I;PROBABILIDADES Y ESTADISTICAS;PROGRAMACION EN LENGUAJES DE COMPUTADORA;QUIMICA;SEGURIDAD E HIGIENE LABORAL;ETICA PROFESIONAL
5132.0;4.0;1.0;0.0;5.0;3.0;1.0;19.0;2.393939393939394;4.0;3.0;2.0;3.0;2.0;2.0;2.0;2.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;4.0;2.0;2.0;2.0;3.0;3.0;4.0;2.0;4.0;2.0;4.0;5.0;4.0;5.0;5.0;0.0;0.0;2.0;3.0;5.0;2.0;4.0;0.0;2.0;2.0;0.0;1.0;3.0;4.0;3.0;3.0;4.0;2.0;3.0;3.0;2.0;2.0;2.0;3.0;2.0;3.0;3.0
5133.0;2.0;1.0;0.0;3.0;4.0;0.0;3.0;3.0166666666666666;2.0;3.0;2.0;4.0;2.0;3.0;4.0;3.0;2.0;2.0;3.0;3.0;2.0;4.0;2.0;5.0;3.0;3.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;4.0;3.0;4.0;5.0;5.0;5.0;5.0;4.0;2.0;4.0;2.0;4.0;2.0;4.0;4.0;2.0;2.0;3.0;3.0;3.0;3.0;2.0;4.0;3.0;2.0;2.0;3.0;3.0;4.0;3.0;4.0;3.0
5134.0;2.0;1.0;0.0;4.0;1.0;0.0;8.0;2.9384615384615387;3.0;2.0;2.0;4.0;2.0;3.0;3.0;3.0;3.0;4.0;2.0;3.0;3.0;3.0;4.0;5.0;2.0;3.0;2.0;3.0;3.0;4.0;2.0;3.0;3.0;4.0;4.0;3.0;5.0;5.0;5.0;5.0;3.0;3.0;4.0;3.0;4.0;4.0;3.0;4.0;5.0;3.0;4.0;3.0;2.0;3.0;3.0;2.0;3.0;3.0;3.0;2.0;2.0;3.0;2.0;4.0;3.0
5136.0;2.0;1.0;0.0;4.0;5.0;1.0;21.0;2.358974358974359;3.0;2.0;3.0;3.0;2.0;2.0;3.0;3.0;2.0;2.0;2.0;3.0;2.0;3.0;3.0;4.0;2.0;2.0;3.0;2.0;2.0;3.0;2.0;3.0;3.0;4.0;3.0;3.0;5.0;5.0;5.0;5.0;3.0;2.0;3.0;3.0;4.0;3.0;2.0;3.0;2.0;2.0;3.0;2.0;2.0;3.0;2.0;4.0;2.0;4.0;2.0;3.0;2.0;3.0;3.0;4.0;3.0
5137.0;2.0;1.0;0.0;9.0;13.0;0.0;12.0;2.5217391304347827;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;2.0;2.0;3.0;5.0;3.0;2.0;3.0;4.0;2.0;3.0;2.0;4.0;2.0;3.0;4.0;3.0;5.0;4.0;5.0;5.0;3.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;3.0;2.0;2.0;3.0;3.0;5.0;2.0;4.0;3.0;4.0;3.0;3.0;2.0;3.0;2.0;4.0;3.0
5139.0;3.0;1.0;0.0;4.0;1.0;2.0;3.0;3.3877551020408165;2.0;1.0;2.0;4.0;3.0;4.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;4.0;4.0;4.0;2.0;3.0;3.0;2.0;3.0;4.0;4.0;4.0;3.0;5.0;5.0;5.0;5.0;3.0;2.0;3.0;4.0;5.0;0.0;3.0;4.0;0.0;2.0;5.0;4.0;4.0;5.0;5.0;3.0;3.0;3.0;2.0;4.0;3.0;0.0;3.0;4.0;3.0
5140.0;2.0;1.0;0.0;5.0;2.0;2.0;12.0;2.6666666666666665;3.0;2.0;2.0;3.0;2.0;2.0;3.0;3.0;2.0;3.0;2.0;3.0;2.0;2.0;3.0;4.0;2.0;2.0;4.0;3.0;3.0;4.0;2.0;3.0;3.0;5.0;4.0;4.0;5.0;5.0;5.0;5.0;4.0;2.0;3.0;2.0;4.0;3.0;3.0;3.0;2.0;3.0;3.0;4.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;3.0;3.0;2.0;3.0;4.0
5141.0;4.0;1.0;0.0;6.0;11.0;0.0;25.0;2.140845070422535;3.0;1.0;2.0;2.0;2.0;2.0;2.0;3.0;0.0;3.0;2.0;2.0;0.0;0.0;0.0;3.0;2.0;2.0;2.0;0.0;2.0;3.0;2.0;3.0;2.0;4.0;3.0;3.0;5.0;5.0;5.0;5.0;2.0;2.0;2.0;3.0;4.0;0.0;4.0;2.0;0.0;2.0;4.0;4.0;2.0;3.0;3.0;0.0;0.0;2.0;0.0;2.0;2.0;2.0;2.0;3.0;3.0
5144.0;3.0;1.0;0.0;0.0;1.0;0.0;3.0;2.5;0.0;0.0;2.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0
5145.0;3.0;1.0;0.0;0.0;1.0;0.0;0.0;3.111111111111111;3.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0
5146.0;2.0;1.0;0.0;4.0;3.0;1.0;8.0;2.923076923076923;2.0;3.0;3.0;3.0;2.0;3.0;3.0;3.0;2.0;2.0;2.0;3.0;3.0;4.0;3.0;5.0;3.0;3.0;2.0;3.0;3.0;4.0;2.0;4.0;4.0;4.0;3.0;4.0;5.0;5.0;5.0;5.0;4.0;2.0;5.0;3.0;4.0;3.0;3.0;3.0;2.0;2.0;3.0;4.0;4.0;3.0;3.0;4.0;3.0;2.0;3.0;2.0;2.0;3.0;3.0;3.0;4.0
5148.0;2.0;1.0;0.0;5.0;9.0;2.0;12.0;2.652173913043478;4.0;2.0;3.0;2.0;2.0;2.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0;4.0;3.0;3.0;5.0;5.0;5.0;5.0;5.0;5.0;3.0;2.0;3.0;4.0;4.0;2.0;4.0;3.0;2.0;2.0;4.0;4.0;3.0;5.0;3.0;4.0;3.0;2.0;2.0;2.0;2.0;3.0;4.0;3.0;4.0
5149.0;3.0;1.0;0.0;2.0;2.0;0.0;5.0;2.608695652173913;3.0;2.0;3.0;0.0;2.0;0.0;3.0;3.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0
5150.0;2.0;1.0;0.0;6.0;3.0;1.0;6.0;2.984126984126984;4.0;3.0;4.0;3.0;2.0;2.0;3.0;3.0;3.0;3.0;2.0;4.0;2.0;3.0;3.0;4.0;3.0;3.0;3.0;3.0;4.0;3.0;2.0;3.0;4.0;5.0;4.0;4.0;5.0;5.0;5.0;5.0;4.0;2.0;3.0;4.0;3.0;2.0;3.0;3.0;2.0;2.0;4.0;4.0;3.0;5.0;2.0;2.0;3.0;3.0;2.0;3.0;2.0;2.0;3.0;4.0;3.0
5151.0;4.0;1.0;0.0;6.0;8.0;1.0;19.0;2.485294117647059;3.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;5.0;3.0;3.0;2.0;0.0;3.0;2.0;2.0;3.0;3.0;4.0;4.0;5.0;5.0;5.0;5.0;5.0;3.0;4.0;4.0;5.0;4.0;0.0;2.0;3.0;0.0;2.0;3.0;2.0;2.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;5.0;2.0;4.0;3.0
5152.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5153.0;3.0;1.0;0.0;3.0;3.0;1.0;9.0;2.4375;4.0;1.0;2.0;0.0;1.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;3.0;5.0;4.0;5.0;5.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;4.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;3.0;2.0;0.0;0.0
5156.0;3.0;2.0;0.0;1.0;4.0;0.0;6.0;2.2666666666666666;1.0;0.0;2.0;0.0;0.0;0.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
5157.0;2.0;1.0;0.0;2.0;2.0;1.0;4.0;3.3442622950819674;4.0;3.0;4.0;3.0;3.0;4.0;3.0;3.0;2.0;3.0;2.0;2.0;4.0;5.0;2.0;5.0;3.0;5.0;3.0;4.0;4.0;4.0;3.0;3.0;3.0;5.0;5.0;4.0;5.0;4.0;5.0;5.0;4.0;2.0;4.0;4.0;5.0;4.0;4.0;3.0;3.0;4.0;4.0;3.0;3.0;4.0;3.0;2.0;3.0;3.0;3.0;3.0;4.0;2.0;3.0;3.0;3.0
5158.0;3.0;1.0;0.0;2.0;1.0;0.0;11.0;2.212121212121212;3.0;0.0;2.0;0.0;1.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;4.0;5.0;5.0;5.0;5.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;0.0;0.0
5159.0;3.0;1.0;0.0;0.0;0.0;0.0;1.0;2.6;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5207.0;4.0;1.0;0.0;8.0;5.0;0.0;29.0;1.9625;3.0;3.0;2.0;0.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;3.0;3.0;2.0;2.0;2.0;2.0;0.0;2.0;2.0;2.0;3.0;2.0;3.0;2.0;3.0;4.0;3.0;5.0;4.0;2.0;2.0;2.0;2.0;0.0;2.0;2.0;3.0;1.0;2.0;2.0;3.0;3.0;4.0;3.0;3.0;2.0;2.0;2.0;4.0;2.0;2.0;2.0;2.0;0.0
5209.0;2.0;1.0;0.0;5.0;3.0;3.0;10.0;2.5671641791044775;3.0;3.0;3.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;3.0;3.0;4.0;4.0;3.0;3.0;2.0;2.0;2.0;2.0;3.0;2.0;4.0;4.0;4.0;4.0;5.0;5.0;5.0;4.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;3.0;4.0;3.0;4.0;3.0;3.0;3.0;2.0;2.0;3.0;2.0;3.0;3.0;4.0;2.0
5210.0;3.0;1.0;0.0;0.0;0.0;0.0;3.0;2.25;0.0;0.0;3.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
5213.0;2.0;2.0;0.0;9.0;14.0;2.0;15.0;2.6666666666666665;5.0;4.0;4.0;2.0;3.0;2.0;2.0;3.0;2.0;3.0;2.0;3.0;2.0;3.0;4.0;5.0;3.0;2.0;3.0;3.0;4.0;2.0;3.0;5.0;2.0;4.0;4.0;4.0;5.0;5.0;5.0;5.0;4.0;2.0;4.0;2.0;2.0;2.0;2.0;2.0;4.0;2.0;2.0;5.0;3.0;4.0;3.0;4.0;3.0;2.0;3.0;2.0;2.0;3.0;2.0;3.0;2.0
5214.0;3.0;1.0;0.0;3.0;6.0;0.0;9.0;2.2857142857142856;5.0;0.0;2.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;4.0;4.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
5215.0;3.0;2.0;0.0;4.0;4.0;3.0;17.0;2.246153846153846;5.0;3.0;3.0;2.0;2.0;2.0;3.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;3.0;2.0;2.0;3.0;2.0;3.0;2.0;4.0;3.0;4.0;4.0;5.0;5.0;5.0;3.0;2.0;2.0;2.0;2.0;0.0;2.0;3.0;0.0;2.0;2.0;4.0;3.0;4.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0
5216.0;2.0;1.0;0.0;9.0;2.0;0.0;19.0;2.25;3.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;2.0;2.0;2.0;2.0;5.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;3.0;3.0;4.0;3.0;3.0;3.0;3.0;5.0;5.0;2.0;2.0;2.0;3.0;3.0;2.0;2.0;2.0;3.0;2.0;2.0;4.0;2.0;3.0;3.0;4.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0;3.0;2.0
5218.0;4.0;1.0;0.0;5.0;8.0;2.0;8.0;2.53125;3.0;1.0;3.0;0.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;1.0;0.0;0.0;2.0;0.0;2.0;1.0;4.0;4.0;4.0;5.0;5.0;0.0;0.0;3.0;2.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;4.0;3.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
5219.0;4.0;1.0;0.0;7.0;3.0;0.0;11.0;2.6956521739130435;3.0;2.0;4.0;0.0;3.0;0.0;2.0;2.0;0.0;4.0;3.0;1.0;0.0;0.0;0.0;4.0;2.0;2.0;0.0;0.0;0.0;2.0;0.0;4.0;3.0;3.0;2.0;3.0;5.0;5.0;5.0;5.0;3.0;1.0;4.0;0.0;0.0;0.0;3.0;3.0;0.0;3.0;4.0;3.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;2.0;4.0;3.0
5220.0;4.0;2.0;0.0;5.0;3.0;1.0;16.0;2.3508771929824563;5.0;0.0;3.0;2.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;3.0;3.0;0.0;1.0;2.0;2.0;3.0;2.0;4.0;4.0;3.0;3.0;5.0;5.0;5.0;3.0;2.0;0.0;2.0;2.0;0.0;2.0;0.0;0.0;0.0;2.0;5.0;3.0;4.0;3.0;5.0;3.0;2.0;0.0;3.0;2.0;0.0;2.0;3.0;2.0
5221.0;3.0;2.0;0.0;4.0;4.0;0.0;21.0;2.1311475409836067;4.0;1.0;3.0;2.0;1.0;0.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;2.0;3.0;2.0;2.0;3.0;2.0;4.0;3.0;4.0;4.0;3.0;5.0;5.0;4.0;2.0;2.0;2.0;3.0;0.0;2.0;2.0;0.0;2.0;2.0;5.0;3.0;3.0;0.0;0.0;0.0;3.0;2.0;2.0;2.0;0.0;2.0;3.0;2.0
5222.0;3.0;1.0;0.0;2.0;0.0;1.0;8.0;2.6857142857142855;3.0;0.0;3.0;0.0;2.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;2.0;1.0;0.0;0.0;0.0;2.0;0.0;4.0;2.0;4.0;5.0;5.0;4.0;3.0;5.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;4.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;3.0;2.0;3.0;0.0
5223.0;3.0;1.0;0.0;2.0;3.0;0.0;5.0;2.71875;5.0;1.0;4.0;0.0;2.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;3.0;0.0;4.0;2.0;4.0;4.0;4.0;4.0;5.0;0.0;0.0;3.0;2.0;0.0;3.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;4.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;3.0;0.0;0.0
5224.0;2.0;1.0;0.0;6.0;7.0;1.0;15.0;2.361111111111111;3.0;5.0;4.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;4.0;2.0;3.0;2.0;3.0;3.0;2.0;4.0;2.0;4.0;5.0;4.0;4.0;3.0;5.0;4.0;3.0;2.0;2.0;2.0;3.0;2.0;3.0;2.0;2.0;3.0;2.0;4.0;3.0;3.0;2.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;2.0
5225.0;3.0;1.0;0.0;0.0;0.0;0.0;3.0;2.375;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
5226.0;4.0;1.0;0.0;5.0;3.0;2.0;13.0;2.491228070175439;4.0;4.0;4.0;2.0;2.0;0.0;5.0;3.0;0.0;2.0;3.0;2.0;0.0;0.0;0.0;3.0;2.0;2.0;0.0;0.0;0.0;3.0;2.0;4.0;2.0;4.0;3.0;3.0;4.0;5.0;5.0;0.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;3.0;0.0;2.0;3.0;5.0;4.0;4.0;2.0;0.0;0.0;2.0;0.0;2.0;2.0;4.0;2.0;4.0;2.0
5227.0;2.0;1.0;0.0;4.0;4.0;2.0;7.0;2.75;3.0;5.0;4.0;3.0;2.0;2.0;3.0;3.0;2.0;3.0;2.0;3.0;2.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;3.0;2.0;3.0;2.0;4.0;3.0;4.0;4.0;5.0;5.0;5.0;3.0;2.0;2.0;4.0;3.0;2.0;2.0;2.0;2.0;3.0;3.0;5.0;3.0;4.0;2.0;2.0;3.0;3.0;3.0;4.0;3.0;3.0;3.0;3.0;2.0
