IDAlumno;Estado;Sexo;Estado_Carrera;TiempoEstudio;Ausencias;CincoF;aplazos;Promedio;ADMINISTRACION Y MERCADOTECNIA;ALGEBRA I;AUTOMATIZACION INDUSTRIAL;CIRCUITOS ELECTRICOS I;CIRCUITOS ELECTRICOS II;COMPUTACION II;COMPUTACION I;CALCULO I;CALCULO II;CALCULO III;CALCULO IV;CALCULO V;DISENO ASISTIDO POR COMPUTADORA;DISENO TECNICO;ELECTROTECNIA I;ELECTROTECNIA II;ELECTRONICA  DIGITAL II;ELECTRONICA DE POTENCIA I;ELECTRONICA DE POTENCIA II;ELECTRONICA DIGITAL I;ELECTRONICA I;ELECTRONICA II;ELECTRONICA III;ELECTRONICA INDUSTRIAL;EMPRENDEDORISMO;EVENTOS Y DEPORTES I;EVENTOS Y DEPORTES II;EVENTOS Y DEPORTES III;EVENTOS Y DEPORTES IV;EVENTOS Y DEPORTES V;EVENTOS Y DEPORTES VI;EXPRESION ORAL Y ESCRITA;FUNDAMENTOS DE CONTROL  AUTOMATIZADO II;FUNDAMENTOS DE CONTROL AUTOMATIZADO I;FISICA I;FISICA II;FISICA III;FISICA IV;FISICA V;FISICA VI;GEOMETRIA ANALITICA;IDIOMAS I;INGLES I;INGLES II;INGLES III;INSTALACIONES ELECTRICAS I;LABORATORIO DE IDIOMAS I;MEDICION E INSTRUMENTACION;METODOLOGIA DE LA INVESTIGACION I;MICROCONTROLADORES;PROBABILIDADES Y ESTADISTICAS;PROGRAMACION EN LENGUAJE DE COMPUTADORAS;QUIMICA;SEGURIDAD E HIGIENE LABORAL;SIMULACION DE CIRCUITOS POR COMPUTADORA;ALGEBRA II;ETICA PROFESIONAL
5116;4.0;1;0.0;4;9;1;14.0;2.45;4.0;2.0;3.0;2.0;0.0;3.0;4.0;2.0;1.0;0.0;0.0;0.0;3.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;3.0;3.0;2.0;3.0;3.0;5.0;4.0;5.0;5.0;5.0;5.0;3.0;3.0;2.0;3.0;2.0;2.0;4.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;0.0;0.0;3.0;2.0;3.0;2.0;3.0;2.0;3.0;5.0;2.0;0.0
5117;3.0;1;0.0;0;0;0;2.0;2.125;0.0;2.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
5120;3.0;1;0.0;2;2;0;3.0;2.1818181818181817;3.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5121;2.0;2;0.0;9;12;1;23.0;2.3125;3.0;2.0;2.0;2.0;2.0;3.0;3.0;2.0;2.0;2.0;3.0;5.0;4.0;2.0;2.0;4.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0;4.0;4.0;4.0;5.0;5.0;5.0;5.0;4.0;2.0;3.0;4.0;2.0;2.0;3.0;2.0;4.0;2.0;3.0;3.0;2.0;4.0;2.0;2.0;3.0;2.0;3.0;2.0;3.0;2.0;3.0;4.0;2.0;2.0
5122;3.0;1;0.0;0;1;0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5124;3.0;1;1.0;1;1;0;0.0;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5138;4.0;2;1.0;6;2;2;13.0;2.5606060606060606;3.0;2.0;2.0;2.0;2.0;3.0;3.0;2.0;2.0;1.0;0.0;0.0;5.0;2.0;2.0;3.0;2.0;3.0;3.0;2.0;3.0;3.0;2.0;2.0;5.0;5.0;4.0;5.0;5.0;3.0;5.0;4.0;4.0;4.0;2.0;2.0;2.0;3.0;2.0;0.0;2.0;3.0;3.0;2.0;4.0;3.0;2.0;2.0;3.0;4.0;2.0;3.0;2.0;3.0;5.0;2.0;3.0
5147;3.0;1;1.0;3;2;0;3.0;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
5211;4.0;1;1.0;3;0;0;0.0;3.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;3.0
5212;4.0;1;1.0;4;3;2;5.0;2.6666666666666665;0.0;0.0;2.0;0.0;2.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;2.0;3.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;3.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;3.0;2.0;0.0;4.0;0.0;0.0;0.0;4.0;5.0;0.0;2.0
5233;3.0;1;1.0;3;0;0;1.0;1.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5237;4.0;1;0.0;5;8;1;16.0;2.388059701492537;3.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;3.0;0.0;0.0;0.0;4.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;3.0;2.0;2.0;2.0;5.0;3.0;3.0;3.0;5.0;5.0;5.0;2.0;3.0;3.0;2.0;2.0;2.0;3.0;1.0;0.0;3.0;2.0;4.0;3.0;3.0;2.0;4.0;2.0;2.0;4.0;0.0;3.0;2.0;3.0;5.0;3.0;2.0
5253;2.0;1;0.0;8;2;0;16.0;2.410958904109589;3.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;4.0;3.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;4.0;3.0;2.0;2.0;5.0;3.0;3.0;3.0;4.0;5.0;4.0;3.0;2.0;3.0;2.0;3.0;2.0;3.0;2.0;4.0;3.0;2.0;4.0;3.0;4.0;2.0;3.0;2.0;3.0;3.0;2.0;5.0;2.0;3.0;5.0;2.0;2.0
5258;3.0;1;0.0;1;1;0;2.0;2.5714285714285716;4.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0
5293;2.0;1;0.0;3;3;1;9.0;3.0606060606060606;4.0;5.0;2.0;2.0;3.0;3.0;3.0;3.0;3.0;2.0;3.0;2.0;4.0;4.0;3.0;4.0;2.0;3.0;3.0;3.0;5.0;3.0;2.0;2.0;5.0;4.0;3.0;5.0;5.0;5.0;5.0;4.0;5.0;4.0;2.0;2.0;3.0;3.0;2.0;3.0;2.0;3.0;5.0;4.0;5.0;2.0;2.0;3.0;3.0;4.0;4.0;3.0;4.0;4.0;5.0;4.0;3.0
5298;2.0;1;0.0;4;7;3;7.0;3.125;4.0;3.0;4.0;2.0;3.0;2.0;2.0;3.0;3.0;2.0;3.0;3.0;4.0;3.0;3.0;3.0;2.0;3.0;3.0;4.0;4.0;3.0;3.0;3.0;5.0;2.0;5.0;4.0;5.0;5.0;5.0;4.0;5.0;2.0;3.0;2.0;4.0;3.0;3.0;2.0;5.0;4.0;5.0;4.0;5.0;3.0;4.0;3.0;3.0;4.0;3.0;3.0;3.0;3.0;4.0;3.0;3.0
5299;2.0;1;1.0;3;2;2;6.0;3.3492063492063493;5.0;4.0;3.0;2.0;3.0;2.0;3.0;2.0;2.0;3.0;4.0;3.0;5.0;3.0;3.0;3.0;3.0;3.0;3.0;4.0;4.0;3.0;3.0;4.0;2.0;3.0;4.0;5.0;5.0;4.0;5.0;4.0;4.0;5.0;5.0;3.0;4.0;5.0;3.0;2.0;3.0;3.0;4.0;4.0;4.0;3.0;4.0;3.0;4.0;5.0;4.0;4.0;4.0;3.0;5.0;5.0;3.0
5300;4.0;1;0.0;6;9;0;22.0;2.232876712328767;5.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;3.0;4.0;2.0;3.0;2.0;2.0;0.0;2.0;3.0;2.0;2.0;2.0;4.0;3.0;5.0;3.0;4.0;5.0;4.0;2.0;4.0;3.0;3.0;2.0;2.0;2.0;0.0;0.0;2.0;2.0;4.0;3.0;3.0;2.0;2.0;2.0;3.0;3.0;2.0;2.0;3.0;2.0;4.0;4.0;3.0
5349;4.0;1;1.0;6;3;0;2.0;2.4615384615384617;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;4.0
5359;4.0;1;0.0;9;19;0;17.0;2.3384615384615386;4.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;1.0;0.0;0.0;0.0;3.0;2.0;3.0;2.0;2.0;2.0;2.0;3.0;4.0;3.0;2.0;2.0;0.0;0.0;5.0;0.0;3.0;5.0;5.0;3.0;4.0;4.0;4.0;3.0;2.0;2.0;0.0;0.0;2.0;2.0;5.0;4.0;4.0;2.0;3.0;2.0;2.0;2.0;3.0;2.0;2.0;3.0;3.0;2.0;2.0
5360;4.0;1;0.0;8;18;0;12.0;2.803030303030303;4.0;2.0;2.0;2.0;2.0;4.0;3.0;2.0;2.0;3.0;2.0;3.0;4.0;3.0;3.0;3.0;2.0;4.0;3.0;4.0;3.0;3.0;2.0;4.0;4.0;3.0;5.0;5.0;5.0;5.0;5.0;4.0;3.0;3.0;2.0;3.0;2.0;3.0;2.0;1.0;2.0;4.0;5.0;0.0;5.0;3.0;4.0;2.0;2.0;4.0;2.0;3.0;1.0;4.0;5.0;3.0;2.0
5361;4.0;1;1.0;5;9;0;7.0;2.8;4.0;3.0;2.0;3.0;2.0;2.0;3.0;2.0;3.0;1.0;0.0;0.0;2.0;3.0;3.0;2.0;2.0;2.0;4.0;4.0;3.0;4.0;2.0;3.0;4.0;2.0;4.0;4.0;5.0;5.0;5.0;4.0;3.0;2.0;4.0;3.0;2.0;3.0;2.0;0.0;2.0;3.0;5.0;5.0;5.0;2.0;3.0;2.0;2.0;3.0;2.0;2.0;3.0;3.0;5.0;2.0;2.0
5362;2.0;1;0.0;6;3;3;5.0;3.3870967741935485;5.0;3.0;3.0;2.0;2.0;2.0;3.0;3.0;3.0;2.0;4.0;3.0;4.0;3.0;3.0;4.0;3.0;3.0;4.0;4.0;2.0;4.0;2.0;4.0;4.0;3.0;5.0;5.0;5.0;5.0;5.0;4.0;4.0;5.0;4.0;3.0;5.0;3.0;3.0;2.0;3.0;4.0;5.0;5.0;5.0;5.0;2.0;3.0;2.0;4.0;5.0;3.0;3.0;4.0;5.0;4.0;3.0
5363;3.0;1;0.0;4;19;0;8.0;3.0701754385964914;4.0;3.0;3.0;2.0;2.0;2.0;3.0;4.0;2.0;0.0;0.0;0.0;5.0;2.0;2.0;3.0;2.0;3.0;3.0;4.0;3.0;3.0;2.0;1.0;0.0;3.0;3.0;4.0;5.0;5.0;5.0;4.0;4.0;3.0;4.0;4.0;5.0;3.0;1.0;0.0;3.0;3.0;5.0;4.0;4.0;3.0;1.0;3.0;4.0;4.0;5.0;3.0;4.0;4.0;4.0;3.0;2.0
5381;3.0;1;0.0;0;5;0;1.0;2.888888888888889;0.0;3.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0
5403;3.0;1;0.0;3;24;0;9.0;2.2058823529411766;4.0;2.0;0.0;2.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;1.0;0.0;1.0;0.0;2.0;3.0;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;2.0;3.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;1.0;2.0;3.0;3.0;0.0;0.0
5424;3.0;1;0.0;2;8;0;3.0;2.6;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0
5434;3.0;2;0.0;0;6;0;1.0;2.25;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0
5457;3.0;2;0.0;0;4;0;0.0;3.5555555555555554;0.0;4.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0
5491;2.0;1;0.0;2;1;4;2.0;3.6440677966101696;4.0;4.0;5.0;3.0;3.0;4.0;4.0;2.0;4.0;2.0;4.0;4.0;5.0;2.0;3.0;2.0;4.0;4.0;4.0;3.0;3.0;3.0;5.0;3.0;5.0;4.0;3.0;4.0;5.0;5.0;5.0;4.0;5.0;5.0;2.0;4.0;4.0;4.0;3.0;3.0;2.0;3.0;4.0;3.0;5.0;5.0;4.0;2.0;3.0;5.0;3.0;4.0;3.0;4.0;5.0;5.0;4.0
5508;3.0;1;0.0;1;0;0;2.0;2.2;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0
5512;3.0;1;0.0;1;1;0;8.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0
5533;3.0;1;0.0;1;4;0;12.0;2.2058823529411766;5.0;3.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;5.0;5.0;3.0;0.0;0.0;0.0;4.0;0.0;0.0;4.0;3.0;1.0;0.0;0.0;0.0;3.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;3.0;0.0;2.0;1.0;2.0;0.0;0.0;2.0;0.0
5534;3.0;1;0.0;0;2;0;4.0;1.875;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5535;4.0;1;0.0;5;12;0;19.0;2.3333333333333335;4.0;2.0;0.0;2.0;0.0;4.0;2.0;1.0;0.0;0.0;0.0;0.0;4.0;2.0;2.0;0.0;1.0;1.0;0.0;2.0;2.0;3.0;3.0;0.0;0.0;5.0;5.0;3.0;3.0;5.0;5.0;3.0;4.0;2.0;3.0;3.0;2.0;0.0;0.0;0.0;0.0;4.0;2.0;4.0;3.0;0.0;3.0;0.0;2.0;3.0;0.0;3.0;2.0;2.0;0.0;1.0;4.0
5536;3.0;1;0.0;1;1;0;3.0;2.9047619047619047;4.0;3.0;0.0;2.0;0.0;3.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;3.0;0.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;0.0
5538;3.0;1;0.0;2;0;0;13.0;2.037037037037037;3.0;3.0;0.0;0.0;0.0;2.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0
5539;3.0;1;0.0;1;0;0;1.0;2.4285714285714284;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0
5543;3.0;1;0.0;2;4;0;9.0;2.6944444444444446;3.0;5.0;0.0;0.0;0.0;2.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;3.0;4.0;1.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;0.0;0.0;4.0;0.0;3.0;3.0;3.0;2.0;5.0;0.0;0.0;3.0;0.0;4.0;3.0;4.0;0.0;0.0;0.0;3.0;0.0;2.0;3.0;2.0;0.0;0.0;0.0;0.0
5544;3.0;2;0.0;0;1;0;4.0;1.75;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
